AUX1____Roll____Pitch____Yaw____AUX2____Throttle
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
 258,  577,  512,  473,  512,  536
